"","term","estimate","std.error","statistic","p.value"
"1","YearChar2009",0.000777009443252554,0.000115998662378028,6.69843451056667,2.10684510702199e-11
"2","YearChar2010",0.00084799127527175,0.000116058843386905,7.30656320987795,2.74098959681318e-13
"3","YearChar2011",0.0010268695055967,0.000116396127484729,8.82219647497658,1.12268249626528e-18
"4","YearChar2012",0.00180567903004161,0.000116508743198587,15.4982276906366,3.5755117104169e-54
"5","YearChar2013",0.000569814966177489,0.000108892667917352,5.23281298066798,1.66955821056204e-07
"6","YearChar2014",0.000453254429316319,0.000132824927385575,3.41241992928463,0.000643893098682073
"7","YearChar2015",0.00054454716371302,0.00012870986606864,4.23081136159847,2.32853703185043e-05
"8","YearChar2016",0.000829749682112605,0.000116562859688767,7.11847396613392,1.09141968282218e-12
"9","YearChar2017",0.00127215835051779,0.00011612452721593,10.9551218938636,6.28361767549535e-28
"10","YearChar2018",0.00177526513486636,0.000120313876730853,14.7552816275524,2.85129415188474e-49
"11","YearChar2009:exposed_15",-2.49436094977988e-06,0.000170327062107628,-0.0146445369215828,0.988315768268617
"12","YearChar2010:exposed_15",0.000461721101620666,0.000170327062107465,2.71079120315801,0.00671230905613763
"13","YearChar2011:exposed_15",0.000404423187273938,0.00017032706210771,2.37439184513258,0.0175779196714207
"14","YearChar2012:exposed_15",0.000742344509856,0.000170327062107634,4.35834740921495,1.31050648720161e-05
"15","YearChar2013:exposed_15",5.84747584666258e-05,0.000157630221969222,0.370961594395543,0.710666151692114
"16","YearChar2014:exposed_15",-9.35135637402718e-05,0.000167392217406572,-0.558649411478555,0.576401034003183
"17","YearChar2015:exposed_15",0.000182070863877629,0.000167392217406436,1.08769013696469,0.276731971689888
"18","YearChar2016:exposed_15",0.000252200883456511,0.000167392217406374,1.50664641023453,0.131901372889475
"19","YearChar2017:exposed_15",0.000291683599379274,0.000167392217406326,1.74251589410065,0.0814182694310842
"20","YearChar2018:exposed_15",0.000359802788676248,0.000174810393482451,2.05824597444412,0.0395665750682926
