"","term","estimate","std.error","statistic","p.value"
"1","YearChar2009",0.000298135793986723,7.16245836355666e-05,4.16247856327751,3.14816553257982e-05
"2","YearChar2010",0.000256483840509085,7.16617775173529e-05,3.57908845405038,0.000344797766422198
"3","YearChar2011",0.000420888989482357,7.18701578955198e-05,5.85624133585761,4.73487216750385e-09
"4","YearChar2012",0.0007195895127322,7.19397297247152e-05,10.0026718961245,1.48409504045238e-23
"5","YearChar2013",0.000136721728554687,6.72272578899901e-05,2.03372460584986,0.0419794184048957
"6","YearChar2014",0.00014345910035056,8.20184043002216e-05,1.74910864914464,0.0802722970144441
"7","YearChar2015",0.000137009262798621,7.94765538464481e-05,1.72389536495667,0.0847267912190043
"8","YearChar2016",0.000373152773661262,7.19731595827601e-05,5.18461014945694,2.16474919590335e-07
"9","YearChar2017",0.00035578336469163,7.17023822515626e-05,4.96194622158285,6.9792427026602e-07
"10","YearChar2018",0.000292457364571973,7.42902842861642e-05,3.93668387975788,8.26163515508891e-05
"11","YearChar2009:exposed_15",0.000100721565156845,0.000105152766668121,0.9578593920856,0.338133708262752
"12","YearChar2010:exposed_15",0.000140643637272227,0.000105152766668252,1.33751723067778,0.181053917780098
"13","YearChar2011:exposed_15",-6.8525137316708e-05,0.000105152766668204,-0.651672224021745,0.514612672278618
"14","YearChar2012:exposed_15",9.77374598439779e-05,0.000105152766668368,0.929480630331143,0.352640100207148
"15","YearChar2013:exposed_15",0.000134908436262203,9.72950340864647e-05,1.38659118144007,0.165566515864302
"16","YearChar2014:exposed_15",0.000172401211574668,0.000103339595800255,1.66829771531042,0.0952566989769695
"17","YearChar2015:exposed_15",0.00017929622290748,0.000103339595800254,1.73501958778747,0.0827373926025459
"18","YearChar2016:exposed_15",6.59807918218077e-05,0.000103339595800285,0.63848509674184,0.523157979325807
"19","YearChar2017:exposed_15",0.000110310105300031,0.000103339595800291,1.06745245562224,0.285767619627555
"20","YearChar2018:exposed_15",0.000242122385317881,0.000107922806819462,2.24347746739865,0.0248660814819437
