"","term","estimate","std.error","statistic","p.value"
"1","YearChar2009",0.00107970569409378,0.000136419909501398,7.91457565131071,2.48144147265847e-15
"2","YearChar2010",0.00110502993796031,0.000136490591672403,8.09601544268001,5.68002106515425e-16
"3","YearChar2011",0.00145627236741842,0.000136886926534167,10.6385058404751,1.97385868487538e-26
"4","YearChar2012",0.00252180024327277,0.000137019270560361,18.4047122201096,1.21065247138411e-75
"5","YearChar2013",0.000703770326891887,0.000128082005510642,5.49468540944586,3.91425042947763e-08
"6","YearChar2014",0.000589024030267979,0.000156196772930964,3.77103841017456,0.00016257136973097
"7","YearChar2015",0.000673903630117156,0.000151359853127409,4.45232745799435,8.49461833515142e-06
"8","YearChar2016",0.0011954051549811,0.000137082718637692,8.72031986862287,2.77492878757571e-18
"9","YearChar2017",0.0016204542018712,0.000136567552544824,11.8655871887236,1.78810402639903e-32
"10","YearChar2018",0.00206029621416947,0.000141491361537301,14.5612862282502,4.96210048719103e-48
"11","YearChar2009:exposed_15",0.00010010663349386,0.000200337420578552,0.49969013879066,0.617293297406609
"12","YearChar2010:exposed_15",0.000608236375392784,0.000200337420578673,3.03605973180595,0.00239693012284597
"13","YearChar2011:exposed_15",0.000338395946666358,0.000200337420578309,1.68912999722927,0.0911945779035937
"14","YearChar2012:exposed_15",0.000836113789509209,0.000200337420578599,4.17352777675987,2.99923744572814e-05
"15","YearChar2013:exposed_15",0.000200219777170349,0.000185451943326136,1.07963159392858,0.280306314648071
"16","YearChar2014:exposed_15",7.87652860826805e-05,0.000196888254667758,0.400050710061877,0.689119182917149
"17","YearChar2015:exposed_15",0.000361244725033783,0.000196888254667826,1.83477031498524,0.0665397835197705
"18","YearChar2016:exposed_15",0.000318059313526975,0.000196888254667833,1.6154306109502,0.106217533889
"19","YearChar2017:exposed_15",0.000401871342928071,0.000196888254667762,2.04111384707131,0.0412395606590367
"20","YearChar2018:exposed_15",0.000601807395853278,0.000205605862663038,2.92699531063257,0.00342255462269022
