"","term","estimate","std.error","statistic","p.value"
"1","YearChar2009",0.000262752830786703,8.84267761734292e-05,2.97141705439281,0.00296430233601412
"2","YearChar2010",0.000379378281387413,8.84727546399943e-05,4.28808035797174,1.80227005317271e-05
"3","YearChar2011",0.00054111842704843,8.87302260536908e-05,6.09846780646088,1.07097148522807e-09
"4","YearChar2012",0.000623656595267281,8.88161803679611e-05,7.02188039030165,2.1892741274685e-12
"5","YearChar2013",0.000270561958730008,8.29855778780461e-05,3.26034915521852,0.00111275824665526
"6","YearChar2014",0.000593833168871985,0.000101266233811067,5.8640787409938,4.51659160504767e-09
"7","YearChar2015",0.000796173051543035,9.81264553859802e-05,8.11374515069652,4.90931245699638e-16
"8","YearChar2016",0.00100766794023852,8.88575785139476e-05,11.3402588399407,8.29630861909061e-30
"9","YearChar2017",0.00102113538958291,8.85230684441065e-05,11.5352462079153,8.77086829855921e-31
"10","YearChar2018",0.000526164528576919,9.1720008388846e-05,5.73663846983365,9.65792069400054e-09
"11","YearChar2009:exposed_15",0.000133032342555355,0.000129804828776264,1.02486435835646,0.305427239700866
"12","YearChar2010:exposed_15",0.00022074648473534,0.000129804828776117,1.70060302699583,0.0890176126930402
"13","YearChar2011:exposed_15",0.000278996838913295,0.00012980482877633,2.1493563956241,0.0316062032674393
"14","YearChar2012:exposed_15",0.000513297037211346,0.000129804828776236,3.9543755193899,7.67357826595454e-05
"15","YearChar2013:exposed_15",0.000175708141814383,0.000120073728923222,1.46333543057312,0.143375675297819
"16","YearChar2014:exposed_15",0.000173847723158449,0.000127564822489071,1.36281868125002,0.172939718599858
"17","YearChar2015:exposed_15",0.000327029277457792,0.000127564822489125,2.5636321289568,0.0103583533506484
"18","YearChar2016:exposed_15",0.000258983675936537,0.000127564822489031,2.03021233348877,0.0423350093905376
"19","YearChar2017:exposed_15",0.00032061936635877,0.000127564822489112,2.51338386322087,0.0119579429839953
"20","YearChar2018:exposed_15",-5.10803265166468e-05,0.000133227328738058,-0.383407270869156,0.701417828141431
