"","term","estimate","std.error","statistic","p.value"
"1","YearChar2009",0.00103327463593537,0.000134108696929566,7.70475487117774,1.31116704142884e-14
"2","YearChar2010",0.00108377739071171,0.00013417820904067,8.07714902785158,6.63119140965803e-16
"3","YearChar2011",0.00142934980132175,0.000134567926179671,10.6217717839638,2.36178908744876e-26
"4","YearChar2012",0.0024634464635387,0.000134698057006369,18.2886562604405,1.0242618172264e-74
"5","YearChar2013",0.000724030549692194,0.00012590616390197,5.75055682147474,8.89547551064348e-09
"6","YearChar2014",0.000659898781491605,0.00015355395351911,4.29750433882172,1.72734886197294e-05
"7","YearChar2015",0.000711620835191006,0.000148798204668638,4.78245578819805,1.73171018770666e-06
"8","YearChar2016",0.00118912527733072,0.000134760460413834,8.82399239123298,1.10481403486936e-18
"9","YearChar2017",0.00162073336014979,0.000134253922542588,12.0721490251852,1.48359706068226e-33
"10","YearChar2018",0.00207357552460355,0.000139095215400797,14.9075977820563,2.94822739291796e-50
"11","YearChar2009:exposed_15",0.000135133871488301,0.000196938289063427,0.686173684817476,0.492603619264504
"12","YearChar2010:exposed_15",0.000573203623777972,0.00019693828906328,2.91057481256877,0.00360766054772644
"13","YearChar2011:exposed_15",0.000311347609475694,0.000196938289063321,1.58093995310169,0.113891826321179
"14","YearChar2012:exposed_15",0.000877888507081032,0.000196938289063274,4.45768322278344,8.28518713396736e-06
"15","YearChar2013:exposed_15",0.000173398975185187,0.000182293686106922,0.951206697765071,0.341499501486946
"16","YearChar2014:exposed_15",4.29200443926422e-05,0.000193546873040416,0.221755297403745,0.824504388861281
"17","YearChar2015:exposed_15",0.000363774301575692,0.000193546873040321,1.87951526088416,0.0601742253215001
"18","YearChar2016:exposed_15",0.000328981526283245,0.000193546873040353,1.69975118231259,0.0891777949258714
"19","YearChar2017:exposed_15",0.000405341435556054,0.000193546873040278,2.0942804664775,0.0362350496616461
"20","YearChar2018:exposed_15",0.000620838982837654,0.00020211861265689,3.07165666079239,0.00212875479169578
